source_document_id,edge_evidence_rows,unique_directed_edges,supplier_nodes,customer_nodes,first_publication,last_publication,relationship_mentions,explicit_name_mentions,source_provenance_complete
1203112069,,,,,,,10,10,True
1203112158,,,,,,,10,0,True
1203112266,,,,,,,9,0,True
1203112381,,,,,,,6,6,True
1203112428,,,,,,,10,0,True
1203112554,,,,,,,7,0,True
1203112616,,,,,,,10,0,True
1203112768,,,,,,,10,0,True
1203112810,,,,,,,9,0,True
1203113154,,,,,,,10,0,True
1203113587,,,,,,,10,0,True
1203113813,,,,,,,10,0,True
1203114222,,,,,,,10,0,True
1203116799,,,,,,,7,2,True
1203117116,,,,,,,10,0,True
1203117168,,,,,,,10,0,True
1203118012,,,,,,,10,0,True
1203123607,,,,,,,5,5,True
1203125185,,,,,,,10,0,True
1203126381,,,,,,,10,10,True
1203126669,,,,,,,10,0,True
1203126807,,,,,,,10,0,True
1203126951,,,,,,,10,0,True
1203126976,,,,,,,10,0,True
1203127034,,,,,,,10,0,True
1203129615,,,,,,,10,0,True
1203130166,,,,,,,10,0,True
1203130348,,,,,,,10,0,True
1203130556,,,,,,,5,0,True
1203130603,,,,,,,9,0,True
1203130708,,,,,,,10,0,True
1203133379,,,,,,,10,0,True
1203133461,,,,,,,10,0,True
1203133911,,,,,,,10,0,True
1203133933,,,,,,,8,0,True
1203134122,,,,,,,10,0,True
1203134548,,,,,,,10,10,True
1203134874,,,,,,,5,5,True
1203134952,,,,,,,10,0,True
1203135067,1.0,1.0,1.0,1.0,2017-03-07 16:00:00+00:00,2017-03-07 16:00:00+00:00,10,10,True
1203135286,,,,,,,8,0,True
1203137491,,,,,,,10,0,True
1203137654,,,,,,,8,0,True
1203137691,,,,,,,10,0,True
1203138121,,,,,,,9,0,True
1203138369,,,,,,,10,0,True
1203138475,,,,,,,10,0,True
1203138589,1.0,1.0,1.0,1.0,2017-03-08 16:00:00+00:00,2017-03-08 16:00:00+00:00,10,10,True
1203138693,,,,,,,5,0,True
1203138812,,,,,,,10,0,True
1203138911,,,,,,,10,0,True
1203141282,,,,,,,10,0,True
1203141427,,,,,,,10,0,True
1203141474,,,,,,,7,0,True
1203141553,,,,,,,10,0,True
1203141685,,,,,,,10,0,True
1203141857,,,,,,,10,0,True
1203141909,,,,,,,7,0,True
1203142045,,,,,,,10,0,True
1203142115,,,,,,,10,0,True
1203142237,,,,,,,10,0,True
1203142457,,,,,,,10,10,True
1203142483,,,,,,,17,17,True
1203142654,,,,,,,10,0,True
1203144486,,,,,,,6,0,True
1203144518,,,,,,,10,0,True
1203144755,1.0,1.0,1.0,1.0,2017-03-10 16:00:00+00:00,2017-03-10 16:00:00+00:00,9,9,True
1203145021,,,,,,,10,0,True
1203145101,,,,,,,8,3,True
1203145156,,,,,,,7,7,True
1203145263,,,,,,,12,2,True
1203145455,,,,,,,10,0,True
1203145537,,,,,,,10,10,True
1203145665,,,,,,,10,0,True
1203145696,,,,,,,6,0,True
1203145744,,,,,,,10,0,True
1203145874,1.0,1.0,1.0,1.0,2017-03-10 16:00:00+00:00,2017-03-10 16:00:00+00:00,10,10,True
1203145991,,,,,,,7,0,True
1203146041,,,,,,,7,0,True
1203146046,,,,,,,10,0,True
1203146068,,,,,,,8,0,True
1203146216,,,,,,,10,0,True
1203146348,,,,,,,10,0,True
1203146421,,,,,,,7,7,True
1203146516,1.0,1.0,1.0,1.0,2017-03-10 16:00:00+00:00,2017-03-10 16:00:00+00:00,10,10,True
1203146582,,,,,,,10,0,True
1203148675,,,,,,,10,10,True
1203148738,,,,,,,8,0,True
1203149043,,,,,,,10,10,True
1203149093,,,,,,,10,0,True
1203149450,,,,,,,6,0,True
1203149509,,,,,,,10,0,True
1203149531,,,,,,,10,0,True
1203149641,,,,,,,9,0,True
1203149733,,,,,,,10,0,True
1203149785,,,,,,,10,0,True
1203150233,,,,,,,10,0,True
1203150313,,,,,,,10,10,True
1203150372,,,,,,,10,0,True
1203153424,,,,,,,10,0,True
1203153613,,,,,,,10,0,True
1203153661,,,,,,,8,0,True
1203153704,,,,,,,10,10,True
1203153724,,,,,,,10,0,True
1203153856,,,,,,,7,0,True
1203154108,,,,,,,10,0,True
1203154182,,,,,,,5,0,True
1203154242,,,,,,,8,8,True
1203154308,,,,,,,10,0,True
1203154402,,,,,,,10,0,True
1203154760,,,,,,,10,0,True
1203154795,,,,,,,10,10,True
1203154867,,,,,,,10,10,True
1203154932,,,,,,,6,0,True
1203154981,,,,,,,10,0,True
1203155026,,,,,,,5,0,True
1203155368,,,,,,,10,0,True
1203155411,,,,,,,10,5,True
1203155463,,,,,,,10,0,True
1203155673,,,,,,,10,0,True
1203158279,,,,,,,10,0,True
1203158435,,,,,,,10,0,True
1203158527,,,,,,,10,0,True
1203158564,,,,,,,7,0,True
1203158604,,,,,,,10,0,True
1203158678,,,,,,,10,0,True
1203158931,,,,,,,10,0,True
1203158962,,,,,,,10,0,True
1203159112,,,,,,,10,10,True
1203159281,,,,,,,7,7,True
1203159334,,,,,,,10,0,True
1203159359,,,,,,,1,1,True
1203159386,,,,,,,10,0,True
1203159523,,,,,,,10,0,True
1203159619,,,,,,,10,4,True
1203159801,,,,,,,10,0,True
1203159856,,,,,,,10,0,True
1203162058,,,,,,,7,1,True
1203162241,,,,,,,10,0,True
1203162254,,,,,,,10,0,True
1203162792,,,,,,,8,0,True
1203162963,,,,,,,10,10,True
1203163422,,,,,,,6,0,True
1203163546,,,,,,,10,0,True
1203163669,,,,,,,10,5,True
1203163809,,,,,,,8,8,True
1203163817,,,,,,,10,0,True
1203163924,,,,,,,10,0,True
1203163996,,,,,,,10,0,True
1203164007,,,,,,,10,0,True
1203164316,,,,,,,10,0,True
1203167181,,,,,,,6,6,True
1203167215,,,,,,,8,0,True
1203167325,,,,,,,10,0,True
1203167414,,,,,,,10,0,True
1203167600,,,,,,,10,0,True
1203167635,,,,,,,10,10,True
1203167676,,,,,,,10,10,True
1203167814,,,,,,,10,0,True
1203167971,,,,,,,7,0,True
1203168000,,,,,,,10,0,True
1203168507,,,,,,,10,0,True
1203168566,,,,,,,10,0,True
1203168752,,,,,,,10,0,True
1203168783,,,,,,,10,10,True
1203168877,,,,,,,5,5,True
1203169007,,,,,,,10,0,True
1203169088,,,,,,,10,10,True
1203169128,,,,,,,10,0,True
1203172260,,,,,,,10,5,True
1203172308,,,,,,,10,0,True
1203172408,,,,,,,10,0,True
1203172473,,,,,,,5,5,True
1203172584,,,,,,,10,0,True
1203172622,,,,,,,10,10,True
1203172649,,,,,,,10,0,True
1203172866,,,,,,,5,0,True
1203172936,,,,,,,6,0,True
1203172979,,,,,,,5,5,True
1203173052,,,,,,,5,5,True
1203173195,,,,,,,9,0,True
1203173221,,,,,,,6,1,True
1203173253,,,,,,,10,0,True
1203173271,,,,,,,8,0,True
1203173368,,,,,,,6,6,True
1203173401,,,,,,,10,0,True
1203173550,,,,,,,8,0,True
1203173569,,,,,,,10,10,True
1203173732,,,,,,,10,0,True
1203173741,,,,,,,8,0,True
1203173828,,,,,,,9,9,True
1203173947,,,,,,,10,0,True
1203174047,,,,,,,10,0,True
1203174088,,,,,,,7,7,True
1203174237,,,,,,,17,7,True
1203174269,,,,,,,10,0,True
1203174341,,,,,,,5,0,True
1203174359,,,,,,,9,0,True
1203174448,,,,,,,10,10,True
1203174468,,,,,,,10,0,True
1203174529,,,,,,,10,0,True
1203174543,,,,,,,7,0,True
1203174609,,,,,,,8,0,True
1203174700,,,,,,,10,0,True
1203174774,,,,,,,10,0,True
1203174956,,,,,,,6,6,True
1203177672,,,,,,,10,10,True
1203177698,,,,,,,6,6,True
1203177785,,,,,,,10,0,True
1203178945,,,,,,,10,0,True
1203178993,,,,,,,10,0,True
1203179045,,,,,,,10,0,True
1203179170,,,,,,,10,0,True
1203179182,,,,,,,7,0,True
1203179231,,,,,,,10,0,True
1203179328,,,,,,,6,0,True
1203179416,,,,,,,10,0,True
1203179519,,,,,,,5,5,True
1203179591,,,,,,,10,0,True
1203179655,,,,,,,4,4,True
1203179712,,,,,,,10,0,True
1203179775,,,,,,,10,0,True
1203179829,,,,,,,10,10,True
1203179850,,,,,,,10,0,True
1203179891,,,,,,,5,5,True
1203179920,,,,,,,10,0,True
1203179949,,,,,,,10,0,True
1203180070,,,,,,,10,0,True
1203180116,,,,,,,10,0,True
1203180254,,,,,,,2,0,True
1203180378,,,,,,,9,8,True
1203180402,,,,,,,10,0,True
1203180441,,,,,,,6,6,True
1203180658,,,,,,,10,10,True
1203180684,,,,,,,10,10,True
1203180728,,,,,,,10,0,True
1203180774,,,,,,,10,0,True
1203180807,,,,,,,10,0,True
1203180898,,,,,,,10,0,True
1203180931,1.0,1.0,1.0,1.0,2017-03-21 16:00:00+00:00,2017-03-21 16:00:00+00:00,10,10,True
1203180940,,,,,,,10,10,True
1203181035,,,,,,,6,0,True
1203181067,,,,,,,6,0,True
1203181117,,,,,,,10,0,True
1203181202,,,,,,,9,0,True
1203181219,,,,,,,7,7,True
1203181291,,,,,,,10,0,True
1203181362,,,,,,,5,5,True
1203181554,,,,,,,9,0,True
1203181580,,,,,,,10,0,True
1203181621,,,,,,,7,0,True
1203181628,,,,,,,6,0,True
1203181666,,,,,,,10,0,True
1203181705,,,,,,,10,0,True
1203181724,,,,,,,10,0,True
1203182734,,,,,,,10,0,True
1203182785,,,,,,,10,0,True
1203182882,,,,,,,10,0,True
1203183231,,,,,,,10,1,True
1203183336,,,,,,,5,5,True
1203183390,,,,,,,6,0,True
1203183403,,,,,,,10,10,True
1203183700,,,,,,,10,0,True
1203183723,,,,,,,5,0,True
1203183765,1.0,1.0,1.0,1.0,2017-03-22 16:00:00+00:00,2017-03-22 16:00:00+00:00,5,5,True
1203183892,,,,,,,10,0,True
1203183956,,,,,,,8,8,True
1203183964,,,,,,,10,0,True
1203184019,,,,,,,12,3,True
1203184077,,,,,,,10,0,True
1203184659,,,,,,,10,0,True
1203184766,,,,,,,10,0,True
1203184910,,,,,,,7,0,True
1203185947,,,,,,,10,10,True
1203186116,,,,,,,10,10,True
1203186242,,,,,,,10,2,True
1203186307,,,,,,,7,0,True
1203186347,,,,,,,9,3,True
1203186428,,,,,,,9,9,True
1203186448,,,,,,,10,1,True
1203186513,,,,,,,5,0,True
1203186776,,,,,,,10,0,True
1203186931,,,,,,,8,0,True
1203186980,,,,,,,10,0,True
1203187062,,,,,,,10,0,True
1203187205,,,,,,,10,0,True
1203187248,,,,,,,10,0,True
1203187321,,,,,,,10,0,True
1203187372,,,,,,,10,0,True
1203187459,,,,,,,5,0,True
1203187508,,,,,,,8,0,True
1203187759,,,,,,,10,0,True
1203187774,,,,,,,10,0,True
1203187896,,,,,,,10,0,True
1203188151,,,,,,,7,0,True
1203189071,,,,,,,5,5,True
1203189235,,,,,,,10,0,True
1203189323,,,,,,,7,0,True
1203189362,,,,,,,10,2,True
1203189414,,,,,,,10,0,True
1203189653,,,,,,,4,4,True
1203189749,,,,,,,10,0,True
1203189795,,,,,,,10,0,True
1203189849,,,,,,,6,1,True
1203189939,,,,,,,10,0,True
1203190015,,,,,,,10,0,True
1203190118,,,,,,,10,0,True
1203190151,,,,,,,5,5,True
1203190338,,,,,,,10,0,True
1203190521,,,,,,,10,0,True
1203190604,,,,,,,10,10,True
1203190631,,,,,,,10,10,True
1203190648,,,,,,,7,0,True
1203190769,,,,,,,10,0,True
1203190791,,,,,,,10,0,True
1203193685,,,,,,,10,0,True
1203193703,,,,,,,6,0,True
1203193789,,,,,,,10,0,True
1203193813,1.0,1.0,1.0,1.0,2017-03-25 16:00:00+00:00,2017-03-25 16:00:00+00:00,5,5,True
1203193833,,,,,,,10,0,True
1203193857,,,,,,,10,0,True
1203193879,2.0,2.0,1.0,2.0,2017-03-27 16:00:00+00:00,2017-03-27 16:00:00+00:00,13,13,True
1203193937,,,,,,,10,10,True
1203194021,,,,,,,10,10,True
1203194113,,,,,,,10,0,True
1203194174,,,,,,,10,0,True
1203194317,,,,,,,10,0,True
1203194327,,,,,,,5,5,True
1203194383,,,,,,,8,8,True
1203194589,,,,,,,6,0,True
1203194605,,,,,,,9,0,True
1203194727,,,,,,,10,0,True
1203194796,,,,,,,10,0,True
1203194805,,,,,,,6,0,True
1203194868,,,,,,,6,0,True
1203194969,,,,,,,10,0,True
1203195030,,,,,,,10,0,True
1203195051,,,,,,,10,0,True
1203195097,,,,,,,7,0,True
1203195232,,,,,,,10,0,True
1203195278,,,,,,,6,4,True
1203195308,,,,,,,10,10,True
1203195332,,,,,,,10,10,True
1203195434,,,,,,,6,6,True
1203195452,,,,,,,10,0,True
1203195488,,,,,,,9,9,True
1203195595,,,,,,,8,8,True
1203195697,,,,,,,10,10,True
1203195794,,,,,,,10,0,True
1203195853,,,,,,,10,0,True
1203195948,,,,,,,8,0,True
1203195955,,,,,,,8,0,True
1203196084,,,,,,,10,10,True
1203196132,,,,,,,10,0,True
1203196173,,,,,,,10,0,True
1203196253,,,,,,,10,0,True
1203196289,,,,,,,10,0,True
1203196463,,,,,,,10,0,True
1203196482,,,,,,,10,0,True
1203196554,,,,,,,10,0,True
1203196640,,,,,,,7,7,True
1203196743,,,,,,,10,0,True
1203196826,,,,,,,10,0,True
1203196916,,,,,,,10,0,True
1203196958,,,,,,,6,0,True
1203196999,,,,,,,10,0,True
1203197066,,,,,,,1,1,True
1203197152,,,,,,,10,0,True
1203197199,,,,,,,10,10,True
1203197295,,,,,,,10,10,True
1203197340,,,,,,,5,0,True
1203197443,,,,,,,10,0,True
1203202127,,,,,,,10,0,True
1203202193,,,,,,,10,10,True
1203208571,,,,,,,15,0,True
1203208589,,,,,,,10,0,True
1203208597,,,,,,,10,0,True
1203208649,,,,,,,10,0,True
1203208675,,,,,,,10,10,True
1203208697,,,,,,,10,10,True
1203208784,,,,,,,10,0,True
1203208801,,,,,,,10,0,True
1203208859,,,,,,,20,0,True
1203208938,,,,,,,10,0,True
1203208946,,,,,,,10,0,True
1203209065,,,,,,,9,0,True
1203209110,,,,,,,7,0,True
1203209182,,,,,,,10,0,True
1203209242,1.0,1.0,1.0,1.0,2017-03-28 16:00:00+00:00,2017-03-28 16:00:00+00:00,10,5,True
1203209321,,,,,,,10,0,True
1203209417,,,,,,,10,10,True
1203209455,,,,,,,10,10,True
1203209527,,,,,,,12,2,True
1203209560,,,,,,,6,0,True
1203209657,,,,,,,10,0,True
1203209698,,,,,,,10,0,True
1203209733,,,,,,,10,0,True
1203209771,,,,,,,7,7,True
1203209826,,,,,,,10,0,True
1203209835,,,,,,,5,5,True
1203209922,,,,,,,10,0,True
1203209986,,,,,,,10,10,True
1203210075,,,,,,,10,0,True
1203210154,,,,,,,10,0,True
1203210227,,,,,,,10,0,True
1203210255,,,,,,,10,0,True
1203210304,,,,,,,10,0,True
1203210375,,,,,,,8,8,True
1203210414,,,,,,,10,0,True
1203210441,,,,,,,7,7,True
1203210518,,,,,,,10,10,True
1203210549,,,,,,,10,10,True
1203210559,,,,,,,10,0,True
1203210607,,,,,,,10,0,True
1203210632,,,,,,,7,0,True
1203210651,,,,,,,15,15,True
1203210675,,,,,,,10,10,True
1203210768,,,,,,,10,0,True
1203210775,,,,,,,10,0,True
1203210867,,,,,,,10,0,True
1203210883,,,,,,,10,0,True
1203210931,,,,,,,10,0,True
1203210985,,,,,,,10,0,True
1203211030,,,,,,,10,0,True
1203211099,,,,,,,10,0,True
1203211124,,,,,,,10,0,True
1203211168,,,,,,,10,5,True
1203211225,,,,,,,10,0,True
1203211339,,,,,,,10,0,True
1203211373,,,,,,,6,1,True
1203211395,,,,,,,9,2,True
1203211435,,,,,,,10,0,True
1203211488,,,,,,,9,9,True
1203211526,,,,,,,10,0,True
1203211617,,,,,,,5,5,True
1203211664,,,,,,,8,8,True
1203211690,,,,,,,10,10,True
1203211716,,,,,,,10,0,True
1203211751,,,,,,,10,0,True
1203211798,,,,,,,10,10,True
1203211839,,,,,,,9,9,True
1203211873,2.0,2.0,1.0,2.0,2017-03-28 16:00:00+00:00,2017-03-28 16:00:00+00:00,13,13,True
1203211905,,,,,,,10,0,True
1203211925,,,,,,,10,0,True
1203211938,,,,,,,10,10,True
1203212012,,,,,,,10,0,True
1203212045,,,,,,,5,5,True
1203212141,,,,,,,5,0,True
1203212274,,,,,,,2,2,True
1203212529,,,,,,,5,0,True
1203212555,,,,,,,10,0,True
1203212679,,,,,,,10,10,True
1203212700,,,,,,,10,10,True
1203213037,,,,,,,1,0,True
1203215066,,,,,,,10,0,True
1203215070,,,,,,,10,0,True
1203215094,,,,,,,10,0,True
1203215099,,,,,,,10,0,True
1203215227,,,,,,,10,0,True
1203215291,,,,,,,7,0,True
1203215318,,,,,,,10,0,True
1203215330,,,,,,,10,10,True
1203215368,,,,,,,10,0,True
1203215424,,,,,,,5,0,True
1203215476,,,,,,,10,0,True
1203215513,,,,,,,10,0,True
1203215536,,,,,,,10,0,True
1203215569,,,,,,,5,5,True
1203215670,,,,,,,5,5,True
1203215751,1.0,1.0,1.0,1.0,2017-03-29 16:00:00+00:00,2017-03-29 16:00:00+00:00,10,10,True
1203215885,,,,,,,10,0,True
1203215998,,,,,,,1,1,True
1203216093,,,,,,,7,7,True
1203216196,,,,,,,10,5,True
1203216265,,,,,,,10,1,True
1203216303,,,,,,,10,0,True
1203216404,,,,,,,10,0,True
1203216441,,,,,,,10,0,True
1203216489,,,,,,,10,0,True
1203216769,,,,,,,10,0,True
1203216825,,,,,,,9,0,True
1203216855,,,,,,,10,0,True
1203216869,,,,,,,7,1,True
1203216961,,,,,,,9,4,True
1203217016,,,,,,,10,0,True
1203217107,,,,,,,5,5,True
1203217209,,,,,,,10,0,True
1203217318,,,,,,,10,0,True
1203217346,,,,,,,10,0,True
1203217519,,,,,,,10,0,True
1203217560,,,,,,,9,0,True
1203217593,,,,,,,10,0,True
1203217604,,,,,,,5,0,True
1203217666,,,,,,,10,10,True
1203217836,,,,,,,13,0,True
1203218008,,,,,,,10,10,True
1203222992,,,,,,,1,1,True
1203223037,,,,,,,10,10,True
1203223047,,,,,,,14,0,True
1203223104,,,,,,,9,0,True
1203223114,,,,,,,10,0,True
1203223145,,,,,,,10,0,True
1203223184,,,,,,,10,10,True
1203223374,,,,,,,10,10,True
1203223381,,,,,,,10,0,True
1203223420,,,,,,,10,0,True
1203223459,,,,,,,9,9,True
1203223524,,,,,,,10,2,True
1203223714,,,,,,,10,10,True
1203223769,,,,,,,6,5,True
1203223865,,,,,,,8,0,True
1203223898,,,,,,,7,0,True
1203223951,,,,,,,7,0,True
1203223973,,,,,,,9,0,True
1203224117,,,,,,,9,0,True
1203224152,,,,,,,10,2,True
1203224200,,,,,,,10,10,True
1203224237,,,,,,,10,0,True
1203224276,1.0,1.0,1.0,1.0,2017-03-30 16:00:00+00:00,2017-03-30 16:00:00+00:00,9,9,True
1203224306,,,,,,,10,10,True
1203224335,,,,,,,10,0,True
1203224406,,,,,,,10,0,True
1203224433,,,,,,,10,0,True
1203224479,,,,,,,10,0,True
1203224512,,,,,,,10,0,True
1203224740,,,,,,,10,5,True
1203224788,,,,,,,10,0,True
1203224861,,,,,,,9,4,True
1203224890,,,,,,,7,6,True
1203224946,,,,,,,10,10,True
1203225036,,,,,,,10,10,True
1203225147,,,,,,,8,0,True
1203225208,,,,,,,10,0,True
1203225232,,,,,,,10,0,True
1203225252,,,,,,,10,10,True
1203225388,,,,,,,6,0,True
1203225407,,,,,,,9,9,True
1203225427,,,,,,,10,0,True
1203225438,,,,,,,5,0,True
1203225488,,,,,,,5,0,True
1203225557,,,,,,,10,0,True
1203225575,,,,,,,8,8,True
1203225665,,,,,,,10,0,True
1203225705,,,,,,,10,10,True
1203225759,,,,,,,10,10,True
1203225858,,,,,,,10,0,True
1203225887,,,,,,,7,0,True
1203226004,,,,,,,5,5,True
1203226028,,,,,,,6,0,True
1203226081,,,,,,,10,0,True
1203226106,,,,,,,10,0,True
1203226194,,,,,,,10,0,True
1203226226,,,,,,,9,0,True
1203226238,,,,,,,10,0,True
1203226342,,,,,,,10,0,True
1203226383,,,,,,,10,0,True
1203226422,,,,,,,10,0,True
1203226724,,,,,,,10,0,True
1203227131,,,,,,,10,10,True
1203227192,,,,,,,10,0,True
1203227592,,,,,,,5,0,True
1203227624,,,,,,,10,0,True
1203235554,,,,,,,7,7,True
1203235613,,,,,,,10,0,True
1203235621,,,,,,,15,15,True
1203235660,,,,,,,10,0,True
1203235702,,,,,,,10,0,True
1203235769,1.0,1.0,1.0,1.0,2017-03-31 16:00:00+00:00,2017-03-31 16:00:00+00:00,8,8,True
1203235822,,,,,,,8,0,True
1203235844,,,,,,,10,10,True
1203235900,,,,,,,10,0,True
1203235909,,,,,,,10,0,True
1203235975,,,,,,,10,0,True
1203235993,,,,,,,10,0,True
1203236062,,,,,,,8,8,True
1203236111,,,,,,,10,10,True
1203236169,,,,,,,7,7,True
1203236363,,,,,,,5,0,True
1203236427,,,,,,,10,5,True
1203236602,,,,,,,10,0,True
1203236624,,,,,,,6,0,True
1203236660,,,,,,,10,0,True
1203236759,,,,,,,6,0,True
1203236764,,,,,,,10,0,True
1203236803,,,,,,,7,0,True
1203236895,,,,,,,8,8,True
1203236944,,,,,,,10,0,True
1203237063,,,,,,,8,0,True
1203237108,,,,,,,10,0,True
1203237157,,,,,,,4,4,True
1203237213,,,,,,,10,0,True
1203237245,,,,,,,10,0,True
1203237287,,,,,,,6,0,True
1203237366,,,,,,,10,0,True
1203237403,,,,,,,10,0,True
1203237469,,,,,,,3,2,True
1203237541,,,,,,,10,0,True
1203237560,,,,,,,8,7,True
1203237614,,,,,,,10,0,True
1203237645,,,,,,,9,9,True
1203237679,,,,,,,9,0,True
1203237714,,,,,,,10,10,True
1203237738,,,,,,,10,0,True
1203237799,1.0,1.0,1.0,1.0,2017-03-31 16:00:00+00:00,2017-03-31 16:00:00+00:00,10,5,True
1203237895,,,,,,,1,0,True
1203237907,,,,,,,10,0,True
1203237948,,,,,,,10,0,True
1203238010,,,,,,,10,0,True
1203238043,,,,,,,10,0,True
1203238113,,,,,,,10,0,True
1203238244,,,,,,,6,6,True
1203238254,,,,,,,10,0,True
1203238306,,,,,,,6,0,True
1203238322,,,,,,,10,0,True
1203238346,,,,,,,10,10,True
1203238387,,,,,,,10,10,True
1203238411,,,,,,,10,0,True
1203238420,,,,,,,6,0,True
1203238476,,,,,,,10,0,True
1203238492,,,,,,,10,0,True
1203238563,,,,,,,6,6,True
1203238591,,,,,,,7,7,True
1203238651,,,,,,,8,1,True
1203238733,,,,,,,5,5,True
1203238771,,,,,,,6,0,True
1203238993,,,,,,,10,0,True
1203239100,,,,,,,10,0,True
1203239130,,,,,,,10,10,True
1203239158,,,,,,,10,0,True
1203239196,,,,,,,9,0,True
1203239233,,,,,,,10,10,True
1203239273,,,,,,,10,0,True
1203239375,,,,,,,10,0,True
1203239420,,,,,,,10,0,True
1203239446,,,,,,,10,0,True
1203239474,,,,,,,8,0,True
1203239483,,,,,,,6,0,True
1203239535,,,,,,,10,10,True
1203239596,,,,,,,5,0,True
1203239675,,,,,,,10,0,True
1203239689,,,,,,,8,5,True
1203239750,,,,,,,10,0,True
1203239926,,,,,,,3,0,True
1203240008,,,,,,,9,0,True
1203240036,,,,,,,10,0,True
1203240113,2.0,2.0,1.0,2.0,2017-03-31 16:00:00+00:00,2017-03-31 16:00:00+00:00,10,10,True
1203240137,,,,,,,10,0,True
1203240207,,,,,,,15,5,True
1203240281,,,,,,,10,0,True
1203240334,,,,,,,10,0,True
1203240354,,,,,,,8,8,True
1203240387,,,,,,,10,0,True
1203240395,,,,,,,10,10,True
1203240446,,,,,,,7,0,True
1203240482,,,,,,,10,0,True
1203240522,,,,,,,10,0,True
1203240563,,,,,,,10,5,True
1203240590,,,,,,,6,0,True
1203240657,,,,,,,10,0,True
1203240760,,,,,,,10,0,True
1203240821,,,,,,,6,0,True
1203240848,,,,,,,10,0,True
1203240855,,,,,,,6,0,True
1203240918,,,,,,,6,6,True
1203240980,,,,,,,10,0,True
1203241015,,,,,,,10,0,True
1203241065,,,,,,,5,5,True
1203241067,,,,,,,6,1,True
1203241121,,,,,,,6,6,True
1203241151,,,,,,,6,0,True
1203241245,,,,,,,6,1,True
1203241274,,,,,,,10,10,True
1203241324,,,,,,,5,5,True
1203241529,,,,,,,9,0,True
1203241663,,,,,,,10,0,True
1203241924,,,,,,,10,0,True
1203242141,,,,,,,5,0,True
1203243632,,,,,,,10,0,True
1203243893,,,,,,,10,0,True
1203244966,,,,,,,10,10,True
1203245079,,,,,,,10,10,True
1203245167,,,,,,,10,0,True
1203245224,,,,,,,10,0,True
1203245489,,,,,,,10,0,True
1203245612,,,,,,,8,8,True
1203245711,,,,,,,5,5,True
1203245771,,,,,,,10,0,True
1203245780,,,,,,,10,10,True
1203245915,,,,,,,10,0,True
1203245971,,,,,,,10,0,True
1203246057,1.0,1.0,1.0,1.0,2017-04-01 16:00:00+00:00,2017-04-01 16:00:00+00:00,10,10,True
1203246083,,,,,,,8,0,True
1203246140,,,,,,,9,0,True
1203246161,,,,,,,10,10,True
1203246840,,,,,,,10,0,True
1203247039,,,,,,,10,10,True
1203247097,,,,,,,10,0,True
1203247144,,,,,,,10,0,True
1203247254,,,,,,,10,10,True
1203247344,,,,,,,1,1,True
1203247397,,,,,,,10,0,True
1203247698,,,,,,,10,0,True
1203247988,,,,,,,6,6,True
1203248000,,,,,,,5,5,True
1203248407,,,,,,,10,0,True
1203248580,,,,,,,8,0,True
1203250707,,,,,,,10,5,True
1203250946,,,,,,,10,0,True
1203251063,,,,,,,10,0,True
1203251116,,,,,,,9,0,True
1203252337,,,,,,,5,0,True
1203252438,,,,,,,10,0,True
1203252473,,,,,,,6,6,True
1203252495,,,,,,,10,0,True
1203252524,,,,,,,10,10,True
1203252535,,,,,,,10,10,True
1203252670,,,,,,,10,5,True
1203253055,,,,,,,8,1,True
1203253696,,,,,,,8,8,True
1203253726,,,,,,,10,0,True
1203254186,,,,,,,10,0,True
1203254244,1.0,1.0,1.0,1.0,2017-04-06 16:00:00+00:00,2017-04-06 16:00:00+00:00,10,10,True
1203254270,,,,,,,10,0,True
1203254337,,,,,,,10,10,True
1203254573,,,,,,,10,10,True
1203254787,,,,,,,5,5,True
1203254868,,,,,,,10,10,True
1203254912,,,,,,,10,0,True
1203257448,,,,,,,7,0,True
1203257490,1.0,1.0,1.0,1.0,2017-04-07 16:00:00+00:00,2017-04-07 16:00:00+00:00,7,7,True
1203257555,,,,,,,10,0,True
1203257697,,,,,,,10,0,True
1203257703,,,,,,,2,2,True
1203257883,,,,,,,10,0,True
1203257942,,,,,,,8,0,True
1203258101,,,,,,,8,8,True
1203258241,,,,,,,10,0,True
1203258370,,,,,,,10,0,True
1203258404,,,,,,,10,0,True
1203258450,,,,,,,3,3,True
1203258464,,,,,,,10,0,True
1203258523,,,,,,,10,0,True
1203258688,,,,,,,10,0,True
1203258796,,,,,,,6,0,True
1203258908,,,,,,,8,8,True
1203259013,,,,,,,10,10,True
1203259151,,,,,,,10,0,True
1203259229,,,,,,,10,0,True
1203259268,,,,,,,10,0,True
1203259358,,,,,,,5,0,True
1203259400,,,,,,,10,0,True
1203259456,,,,,,,10,0,True
1203259492,,,,,,,10,0,True
1203259578,,,,,,,10,10,True
1203259700,,,,,,,10,0,True
1203260615,,,,,,,10,0,True
1203260773,,,,,,,10,0,True
1203260831,,,,,,,6,0,True
1203260982,,,,,,,7,7,True
1203261002,,,,,,,10,0,True
1203261102,,,,,,,9,0,True
1203261258,,,,,,,10,0,True
1203261319,,,,,,,5,5,True
1203261385,,,,,,,10,0,True
1203261461,,,,,,,10,0,True
1203261499,,,,,,,10,1,True
1203261588,,,,,,,9,9,True
1203261625,,,,,,,10,0,True
1203261656,,,,,,,9,9,True
